中曆紀日	西曆紀日	正朔組	舊年號	新年號
0870-12C-19	0651-01-16	正朔一	永徽二年	永徽元年
0870-12C-20	0651-01-17	正朔一	永徽二年	永徽元年
0870-12C-21	0651-01-18	正朔一	永徽二年	永徽元年
0870-12C-22	0651-01-19	正朔一	永徽二年	永徽元年
0870-12C-23	0651-01-20	正朔一	永徽二年	永徽元年
0870-12C-24	0651-01-21	正朔一	永徽二年	永徽元年
0870-12C-25	0651-01-22	正朔一	永徽二年	永徽元年
0870-12C-26	0651-01-23	正朔一	永徽二年	永徽元年
0870-12C-27	0651-01-24	正朔一	永徽二年	永徽元年
0870-12C-28	0651-01-25	正朔一	永徽二年	永徽元年
0870-12C-29	0651-01-26	正朔一	永徽二年	永徽元年
0871-11C-15	0652-01-01	正朔一	永徽三年	永徽二年
0871-11C-16	0652-01-02	正朔一	永徽三年	永徽二年
0871-11C-17	0652-01-03	正朔一	永徽三年	永徽二年
0871-11C-18	0652-01-04	正朔一	永徽三年	永徽二年
0871-11C-19	0652-01-05	正朔一	永徽三年	永徽二年
0871-11C-20	0652-01-06	正朔一	永徽三年	永徽二年
0871-11C-21	0652-01-07	正朔一	永徽三年	永徽二年
0871-11C-22	0652-01-08	正朔一	永徽三年	永徽二年
0871-11C-23	0652-01-09	正朔一	永徽三年	永徽二年
0871-11C-24	0652-01-10	正朔一	永徽三年	永徽二年
0871-11C-25	0652-01-11	正朔一	永徽三年	永徽二年
0871-11C-26	0652-01-12	正朔一	永徽三年	永徽二年
0871-11C-27	0652-01-13	正朔一	永徽三年	永徽二年
0871-11C-28	0652-01-14	正朔一	永徽三年	永徽二年
0871-11C-29	0652-01-15	正朔一	永徽三年	永徽二年
0871-12C-01	0652-01-16	正朔一	永徽三年	永徽二年
0871-12C-02	0652-01-17	正朔一	永徽三年	永徽二年
0871-12C-03	0652-01-18	正朔一	永徽三年	永徽二年
0871-12C-04	0652-01-19	正朔一	永徽三年	永徽二年
0871-12C-05	0652-01-20	正朔一	永徽三年	永徽二年
0871-12C-06	0652-01-21	正朔一	永徽三年	永徽二年
0871-12C-07	0652-01-22	正朔一	永徽三年	永徽二年
0871-12C-08	0652-01-23	正朔一	永徽三年	永徽二年
0871-12C-09	0652-01-24	正朔一	永徽三年	永徽二年
0871-12C-10	0652-01-25	正朔一	永徽三年	永徽二年
0871-12C-11	0652-01-26	正朔一	永徽三年	永徽二年
0871-12C-12	0652-01-27	正朔一	永徽三年	永徽二年
0871-12C-13	0652-01-28	正朔一	永徽三年	永徽二年
0871-12C-14	0652-01-29	正朔一	永徽三年	永徽二年
0871-12C-15	0652-01-30	正朔一	永徽三年	永徽二年
0871-12C-16	0652-01-31	正朔一	永徽三年	永徽二年
0871-12C-17	0652-02-01	正朔一	永徽三年	永徽二年
0871-12C-18	0652-02-02	正朔一	永徽三年	永徽二年
0871-12C-19	0652-02-03	正朔一	永徽三年	永徽二年
0871-12C-20	0652-02-04	正朔一	永徽三年	永徽二年
0871-12C-21	0652-02-05	正朔一	永徽三年	永徽二年
0871-12C-22	0652-02-06	正朔一	永徽三年	永徽二年
0871-12C-23	0652-02-07	正朔一	永徽三年	永徽二年
0871-12C-24	0652-02-08	正朔一	永徽三年	永徽二年
0871-12C-25	0652-02-09	正朔一	永徽三年	永徽二年
0871-12C-26	0652-02-10	正朔一	永徽三年	永徽二年
0871-12C-27	0652-02-11	正朔一	永徽三年	永徽二年
0871-12C-28	0652-02-12	正朔一	永徽三年	永徽二年
0871-12C-29	0652-02-13	正朔一	永徽三年	永徽二年
0871-12C-30	0652-02-14	正朔一	永徽三年	永徽二年
0872-11C-27	0653-01-01	正朔一	永徽四年	永徽三年
0872-11C-28	0653-01-02	正朔一	永徽四年	永徽三年
0872-11C-29	0653-01-03	正朔一	永徽四年	永徽三年
0872-11C-30	0653-01-04	正朔一	永徽四年	永徽三年
0872-12C-01	0653-01-05	正朔一	永徽四年	永徽三年
0872-12C-02	0653-01-06	正朔一	永徽四年	永徽三年
0872-12C-03	0653-01-07	正朔一	永徽四年	永徽三年
0872-12C-04	0653-01-08	正朔一	永徽四年	永徽三年
0872-12C-05	0653-01-09	正朔一	永徽四年	永徽三年
0872-12C-06	0653-01-10	正朔一	永徽四年	永徽三年
0872-12C-07	0653-01-11	正朔一	永徽四年	永徽三年
0872-12C-08	0653-01-12	正朔一	永徽四年	永徽三年
0872-12C-09	0653-01-13	正朔一	永徽四年	永徽三年
0872-12C-10	0653-01-14	正朔一	永徽四年	永徽三年
0872-12C-11	0653-01-15	正朔一	永徽四年	永徽三年
0872-12C-12	0653-01-16	正朔一	永徽四年	永徽三年
0872-12C-13	0653-01-17	正朔一	永徽四年	永徽三年
0872-12C-14	0653-01-18	正朔一	永徽四年	永徽三年
0872-12C-15	0653-01-19	正朔一	永徽四年	永徽三年
0872-12C-16	0653-01-20	正朔一	永徽四年	永徽三年
0872-12C-17	0653-01-21	正朔一	永徽四年	永徽三年
0872-12C-18	0653-01-22	正朔一	永徽四年	永徽三年
0872-12C-19	0653-01-23	正朔一	永徽四年	永徽三年
0872-12C-20	0653-01-24	正朔一	永徽四年	永徽三年
0872-12C-21	0653-01-25	正朔一	永徽四年	永徽三年
0872-12C-22	0653-01-26	正朔一	永徽四年	永徽三年
0872-12C-23	0653-01-27	正朔一	永徽四年	永徽三年
0872-12C-24	0653-01-28	正朔一	永徽四年	永徽三年
0872-12C-25	0653-01-29	正朔一	永徽四年	永徽三年
0872-12C-26	0653-01-30	正朔一	永徽四年	永徽三年
0872-12C-27	0653-01-31	正朔一	永徽四年	永徽三年
0872-12C-28	0653-02-01	正朔一	永徽四年	永徽三年
0872-12C-29	0653-02-02	正朔一	永徽四年	永徽三年
0873-12C-08	0654-01-01	正朔一	永徽五年	永徽四年
0873-12C-09	0654-01-02	正朔一	永徽五年	永徽四年
0873-12C-10	0654-01-03	正朔一	永徽五年	永徽四年
0873-12C-11	0654-01-04	正朔一	永徽五年	永徽四年
0873-12C-12	0654-01-05	正朔一	永徽五年	永徽四年
0873-12C-13	0654-01-06	正朔一	永徽五年	永徽四年
0873-12C-14	0654-01-07	正朔一	永徽五年	永徽四年
0873-12C-15	0654-01-08	正朔一	永徽五年	永徽四年
0873-12C-16	0654-01-09	正朔一	永徽五年	永徽四年
0873-12C-17	0654-01-10	正朔一	永徽五年	永徽四年
0873-12C-18	0654-01-11	正朔一	永徽五年	永徽四年
0873-12C-19	0654-01-12	正朔一	永徽五年	永徽四年
0873-12C-20	0654-01-13	正朔一	永徽五年	永徽四年
0873-12C-21	0654-01-14	正朔一	永徽五年	永徽四年
0873-12C-22	0654-01-15	正朔一	永徽五年	永徽四年
0873-12C-23	0654-01-16	正朔一	永徽五年	永徽四年
0873-12C-24	0654-01-17	正朔一	永徽五年	永徽四年
0873-12C-25	0654-01-18	正朔一	永徽五年	永徽四年
0873-12C-26	0654-01-19	正朔一	永徽五年	永徽四年
0873-12C-27	0654-01-20	正朔一	永徽五年	永徽四年
0873-12C-28	0654-01-21	正朔一	永徽五年	永徽四年
0873-12C-29	0654-01-22	正朔一	永徽五年	永徽四年
0873-12C-30	0654-01-23	正朔一	永徽五年	永徽四年
0874-11C-18	0655-01-01	正朔一	永徽六年	永徽五年
0874-11C-19	0655-01-02	正朔一	永徽六年	永徽五年
0874-11C-20	0655-01-03	正朔一	永徽六年	永徽五年
0874-11C-21	0655-01-04	正朔一	永徽六年	永徽五年
0874-11C-22	0655-01-05	正朔一	永徽六年	永徽五年
0874-11C-23	0655-01-06	正朔一	永徽六年	永徽五年
0874-11C-24	0655-01-07	正朔一	永徽六年	永徽五年
0874-11C-25	0655-01-08	正朔一	永徽六年	永徽五年
0874-11C-26	0655-01-09	正朔一	永徽六年	永徽五年
0874-11C-27	0655-01-10	正朔一	永徽六年	永徽五年
0874-11C-28	0655-01-11	正朔一	永徽六年	永徽五年
0874-11C-29	0655-01-12	正朔一	永徽六年	永徽五年
0874-12C-01	0655-01-13	正朔一	永徽六年	永徽五年
0874-12C-02	0655-01-14	正朔一	永徽六年	永徽五年
0874-12C-03	0655-01-15	正朔一	永徽六年	永徽五年
0874-12C-04	0655-01-16	正朔一	永徽六年	永徽五年
0874-12C-05	0655-01-17	正朔一	永徽六年	永徽五年
0874-12C-06	0655-01-18	正朔一	永徽六年	永徽五年
0874-12C-07	0655-01-19	正朔一	永徽六年	永徽五年
0874-12C-08	0655-01-20	正朔一	永徽六年	永徽五年
0874-12C-09	0655-01-21	正朔一	永徽六年	永徽五年
0874-12C-10	0655-01-22	正朔一	永徽六年	永徽五年
0874-12C-11	0655-01-23	正朔一	永徽六年	永徽五年
0874-12C-12	0655-01-24	正朔一	永徽六年	永徽五年
0874-12C-13	0655-01-25	正朔一	永徽六年	永徽五年
0874-12C-14	0655-01-26	正朔一	永徽六年	永徽五年
0874-12C-15	0655-01-27	正朔一	永徽六年	永徽五年
0874-12C-16	0655-01-28	正朔一	永徽六年	永徽五年
0874-12C-17	0655-01-29	正朔一	永徽六年	永徽五年
0874-12C-18	0655-01-30	正朔一	永徽六年	永徽五年
0874-12C-19	0655-01-31	正朔一	永徽六年	永徽五年
0874-12C-20	0655-02-01	正朔一	永徽六年	永徽五年
0874-12C-21	0655-02-02	正朔一	永徽六年	永徽五年
0874-12C-22	0655-02-03	正朔一	永徽六年	永徽五年
0874-12C-23	0655-02-04	正朔一	永徽六年	永徽五年
0874-12C-24	0655-02-05	正朔一	永徽六年	永徽五年
0874-12C-25	0655-02-06	正朔一	永徽六年	永徽五年
0874-12C-26	0655-02-07	正朔一	永徽六年	永徽五年
0874-12C-27	0655-02-08	正朔一	永徽六年	永徽五年
0874-12C-28	0655-02-09	正朔一	永徽六年	永徽五年
0874-12C-29	0655-02-10	正朔一	永徽六年	永徽五年
0874-12C-30	0655-02-11	正朔一	永徽六年	永徽五年
0875-11C-29	0656-01-01	正朔一	永徽七年	永徽六年
0875-12C-01	0656-01-02	正朔一	永徽七年	永徽六年
0875-12C-02	0656-01-03	正朔一	永徽七年	永徽六年
0875-12C-03	0656-01-04	正朔一	永徽七年	永徽六年
0875-12C-04	0656-01-05	正朔一	永徽七年	永徽六年
0875-12C-05	0656-01-06	正朔一	永徽七年	永徽六年
0875-12C-06	0656-01-07	正朔一	永徽七年	永徽六年
0875-12C-07	0656-01-08	正朔一	永徽七年	永徽六年
0875-12C-08	0656-01-09	正朔一	永徽七年	永徽六年
0875-12C-09	0656-01-10	正朔一	永徽七年	永徽六年
0875-12C-10	0656-01-11	正朔一	永徽七年	永徽六年
0875-12C-11	0656-01-12	正朔一	永徽七年	永徽六年
0875-12C-12	0656-01-13	正朔一	永徽七年	永徽六年
0875-12C-13	0656-01-14	正朔一	永徽七年	永徽六年
0875-12C-14	0656-01-15	正朔一	永徽七年	永徽六年
0875-12C-15	0656-01-16	正朔一	永徽七年	永徽六年
0875-12C-16	0656-01-17	正朔一	永徽七年	永徽六年
0875-12C-17	0656-01-18	正朔一	永徽七年	永徽六年
0875-12C-18	0656-01-19	正朔一	永徽七年	永徽六年
0875-12C-19	0656-01-20	正朔一	永徽七年	永徽六年
0875-12C-20	0656-01-21	正朔一	永徽七年	永徽六年
0875-12C-21	0656-01-22	正朔一	永徽七年	永徽六年
0875-12C-22	0656-01-23	正朔一	永徽七年	永徽六年
0875-12C-23	0656-01-24	正朔一	永徽七年	永徽六年
0875-12C-24	0656-01-25	正朔一	永徽七年	永徽六年
0875-12C-25	0656-01-26	正朔一	永徽七年	永徽六年
0875-12C-26	0656-01-27	正朔一	永徽七年	永徽六年
0875-12C-27	0656-01-28	正朔一	永徽七年	永徽六年
0875-12C-28	0656-01-29	正朔一	永徽七年	永徽六年
0875-12C-29	0656-01-30	正朔一	永徽七年	永徽六年
0875-12C-30	0656-01-31	正朔一	永徽七年	永徽六年
0876-12C-11	0657-01-01	正朔一	显庆二年	显庆元年
0876-12C-12	0657-01-02	正朔一	显庆二年	显庆元年
0876-12C-13	0657-01-03	正朔一	显庆二年	显庆元年
0876-12C-14	0657-01-04	正朔一	显庆二年	显庆元年
0876-12C-15	0657-01-05	正朔一	显庆二年	显庆元年
0876-12C-16	0657-01-06	正朔一	显庆二年	显庆元年
0876-12C-17	0657-01-07	正朔一	显庆二年	显庆元年
0876-12C-18	0657-01-08	正朔一	显庆二年	显庆元年
0876-12C-19	0657-01-09	正朔一	显庆二年	显庆元年
0876-12C-20	0657-01-10	正朔一	显庆二年	显庆元年
0876-12C-21	0657-01-11	正朔一	显庆二年	显庆元年
0876-12C-22	0657-01-12	正朔一	显庆二年	显庆元年
0876-12C-23	0657-01-13	正朔一	显庆二年	显庆元年
0876-12C-24	0657-01-14	正朔一	显庆二年	显庆元年
0876-12C-25	0657-01-15	正朔一	显庆二年	显庆元年
0876-12C-26	0657-01-16	正朔一	显庆二年	显庆元年
0876-12C-27	0657-01-17	正朔一	显庆二年	显庆元年
0876-12C-28	0657-01-18	正朔一	显庆二年	显庆元年
0876-12C-29	0657-01-19	正朔一	显庆二年	显庆元年
0877-11C-22	0658-01-01	正朔一	显庆三年	显庆二年
0877-11C-23	0658-01-02	正朔一	显庆三年	显庆二年
0877-11C-24	0658-01-03	正朔一	显庆三年	显庆二年
0877-11C-25	0658-01-04	正朔一	显庆三年	显庆二年
0877-11C-26	0658-01-05	正朔一	显庆三年	显庆二年
0877-11C-27	0658-01-06	正朔一	显庆三年	显庆二年
0877-11C-28	0658-01-07	正朔一	显庆三年	显庆二年
0877-11C-29	0658-01-08	正朔一	显庆三年	显庆二年
0877-11C-30	0658-01-09	正朔一	显庆三年	显庆二年
0877-12C-01	0658-01-10	正朔一	显庆三年	显庆二年
0877-12C-02	0658-01-11	正朔一	显庆三年	显庆二年
0877-12C-03	0658-01-12	正朔一	显庆三年	显庆二年
0877-12C-04	0658-01-13	正朔一	显庆三年	显庆二年
0877-12C-05	0658-01-14	正朔一	显庆三年	显庆二年
0877-12C-06	0658-01-15	正朔一	显庆三年	显庆二年
0877-12C-07	0658-01-16	正朔一	显庆三年	显庆二年
0877-12C-08	0658-01-17	正朔一	显庆三年	显庆二年
0877-12C-09	0658-01-18	正朔一	显庆三年	显庆二年
0877-12C-10	0658-01-19	正朔一	显庆三年	显庆二年
0877-12C-11	0658-01-20	正朔一	显庆三年	显庆二年
0877-12C-12	0658-01-21	正朔一	显庆三年	显庆二年
0877-12C-13	0658-01-22	正朔一	显庆三年	显庆二年
0877-12C-14	0658-01-23	正朔一	显庆三年	显庆二年
0877-12C-15	0658-01-24	正朔一	显庆三年	显庆二年
0877-12C-16	0658-01-25	正朔一	显庆三年	显庆二年
0877-12C-17	0658-01-26	正朔一	显庆三年	显庆二年
0877-12C-18	0658-01-27	正朔一	显庆三年	显庆二年
0877-12C-19	0658-01-28	正朔一	显庆三年	显庆二年
0877-12C-20	0658-01-29	正朔一	显庆三年	显庆二年
0877-12C-21	0658-01-30	正朔一	显庆三年	显庆二年
0877-12C-22	0658-01-31	正朔一	显庆三年	显庆二年
0877-12C-23	0658-02-01	正朔一	显庆三年	显庆二年
0877-12C-24	0658-02-02	正朔一	显庆三年	显庆二年
0877-12C-25	0658-02-03	正朔一	显庆三年	显庆二年
0877-12C-26	0658-02-04	正朔一	显庆三年	显庆二年
0877-12C-27	0658-02-05	正朔一	显庆三年	显庆二年
0877-12C-28	0658-02-06	正朔一	显庆三年	显庆二年
0877-12C-29	0658-02-07	正朔一	显庆三年	显庆二年
0878-12C-03	0659-01-01	正朔一	显庆四年	显庆三年
0878-12C-04	0659-01-02	正朔一	显庆四年	显庆三年
0878-12C-05	0659-01-03	正朔一	显庆四年	显庆三年
0878-12C-06	0659-01-04	正朔一	显庆四年	显庆三年
0878-12C-07	0659-01-05	正朔一	显庆四年	显庆三年
0878-12C-08	0659-01-06	正朔一	显庆四年	显庆三年
0878-12C-09	0659-01-07	正朔一	显庆四年	显庆三年
0878-12C-10	0659-01-08	正朔一	显庆四年	显庆三年
0878-12C-11	0659-01-09	正朔一	显庆四年	显庆三年
0878-12C-12	0659-01-10	正朔一	显庆四年	显庆三年
0878-12C-13	0659-01-11	正朔一	显庆四年	显庆三年
0878-12C-14	0659-01-12	正朔一	显庆四年	显庆三年
0878-12C-15	0659-01-13	正朔一	显庆四年	显庆三年
0878-12C-16	0659-01-14	正朔一	显庆四年	显庆三年
0878-12C-17	0659-01-15	正朔一	显庆四年	显庆三年
0878-12C-18	0659-01-16	正朔一	显庆四年	显庆三年
0878-12C-19	0659-01-17	正朔一	显庆四年	显庆三年
0878-12C-20	0659-01-18	正朔一	显庆四年	显庆三年
0878-12C-21	0659-01-19	正朔一	显庆四年	显庆三年
0878-12C-22	0659-01-20	正朔一	显庆四年	显庆三年
0878-12C-23	0659-01-21	正朔一	显庆四年	显庆三年
0878-12C-24	0659-01-22	正朔一	显庆四年	显庆三年
0878-12C-25	0659-01-23	正朔一	显庆四年	显庆三年
0878-12C-26	0659-01-24	正朔一	显庆四年	显庆三年
0878-12C-27	0659-01-25	正朔一	显庆四年	显庆三年
0878-12C-28	0659-01-26	正朔一	显庆四年	显庆三年
0878-12C-29	0659-01-27	正朔一	显庆四年	显庆三年
0878-12C-30	0659-01-28	正朔一	显庆四年	显庆三年
0879-11C-14	0660-01-01	正朔一	显庆五年	显庆四年
0879-11C-15	0660-01-02	正朔一	显庆五年	显庆四年
0879-11C-16	0660-01-03	正朔一	显庆五年	显庆四年
0879-11C-17	0660-01-04	正朔一	显庆五年	显庆四年
0879-11C-18	0660-01-05	正朔一	显庆五年	显庆四年
0879-11C-19	0660-01-06	正朔一	显庆五年	显庆四年
0879-11C-20	0660-01-07	正朔一	显庆五年	显庆四年
0879-11C-21	0660-01-08	正朔一	显庆五年	显庆四年
0879-11C-22	0660-01-09	正朔一	显庆五年	显庆四年
0879-11C-23	0660-01-10	正朔一	显庆五年	显庆四年
0879-11C-24	0660-01-11	正朔一	显庆五年	显庆四年
0879-11C-25	0660-01-12	正朔一	显庆五年	显庆四年
0879-11C-26	0660-01-13	正朔一	显庆五年	显庆四年
0879-11C-27	0660-01-14	正朔一	显庆五年	显庆四年
0879-11C-28	0660-01-15	正朔一	显庆五年	显庆四年
0879-11C-29	0660-01-16	正朔一	显庆五年	显庆四年
0879-11C-30	0660-01-17	正朔一	显庆五年	显庆四年
0879-12C-01	0660-01-18	正朔一	显庆五年	显庆四年
0879-12C-02	0660-01-19	正朔一	显庆五年	显庆四年
0879-12C-03	0660-01-20	正朔一	显庆五年	显庆四年
0879-12C-04	0660-01-21	正朔一	显庆五年	显庆四年
0879-12C-05	0660-01-22	正朔一	显庆五年	显庆四年
0879-12C-06	0660-01-23	正朔一	显庆五年	显庆四年
0879-12C-07	0660-01-24	正朔一	显庆五年	显庆四年
0879-12C-08	0660-01-25	正朔一	显庆五年	显庆四年
0879-12C-09	0660-01-26	正朔一	显庆五年	显庆四年
0879-12C-10	0660-01-27	正朔一	显庆五年	显庆四年
0879-12C-11	0660-01-28	正朔一	显庆五年	显庆四年
0879-12C-12	0660-01-29	正朔一	显庆五年	显庆四年
0879-12C-13	0660-01-30	正朔一	显庆五年	显庆四年
0879-12C-14	0660-01-31	正朔一	显庆五年	显庆四年
0879-12C-15	0660-02-01	正朔一	显庆五年	显庆四年
0879-12C-16	0660-02-02	正朔一	显庆五年	显庆四年
0879-12C-17	0660-02-03	正朔一	显庆五年	显庆四年
0879-12C-18	0660-02-04	正朔一	显庆五年	显庆四年
0879-12C-19	0660-02-05	正朔一	显庆五年	显庆四年
0879-12C-20	0660-02-06	正朔一	显庆五年	显庆四年
0879-12C-21	0660-02-07	正朔一	显庆五年	显庆四年
